Item(Light Tan,BerryGo,$20.99,https://www.amazon.com/BerryGo-Womens-Casual-Stretchy-Skinny/dp/B071WK7B2Z?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071WK7B2Z)
Item(A,Eabern,$15.99,https://www.amazon.com/Womens-Fashion-Trouser-Patterned-Highs-3230A/dp/B07283XSDB?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07283XSDB)
Item(Black,No Nonsense,$5.99,https://www.amazon.com/No-Nonsense-Womens-Cotton-3-Pack/dp/B01HIK997O?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HIK997O)
Item(Black,Plaid&Plain,$26.99,https://www.amazon.com/Plaid-Plain-Stretch-Skinny-Business/dp/B07BDJZ1QD?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BDJZ1QD)
Item(Denim,Style & Co.,$38.99,https://www.amazon.com/Style-Co-Jewel-Trouser-Jeans/dp/B072BZ4C68?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072BZ4C68)
Item(Black,Berkshire,$7.00,https://www.amazon.com/Berkshire-Womens-Vertical-Stripe-Trouser/dp/B06XPHN89K?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XPHN89K)
Item(6pairs-b,ECOSCO,$16.99,https://www.amazon.com/Patterned-Trouser-Fishnet-Stockings-6pairs-B/dp/B078NQ4Z3V?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078NQ4Z3V)
Item(White,Cotton Natural,$29.99,https://www.amazon.com/Casual-Trousers-Cotton-Elastic-Waistband/dp/B07956JTD8?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07956JTD8)
Item(Black,No Nonsense,$5.99,https://www.amazon.com/No-Nonsense-Womens-Smooth-3-Pack/dp/B01FIL6HVG?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FIL6HVG)
Item(Black,Jag Jeans,$84.00,https://www.amazon.com/Jag-Jeans-Womens-Standard-Trouser/dp/B06WD5QGRV?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WD5QGRV)
Item(Black,INFLATION,$69.99,https://www.amazon.com/INFLATION-Stretchy-Casual-Elastic-Trousers/dp/B079P3WBZN?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079P3WBZN)
Item(Black,Rafaella,$45.00,https://www.amazon.com/Rafaella-Plus-Size-Curvy-Fit-Gabardine-Bootcut/dp/B005M9JA2I?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B005M9JA2I)
Item(Navy,Berkshire,$4.00,https://www.amazon.com/Berkshire-Womens-Plus-Size-Trend-Trouser/dp/B000KGMMBO?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000KGMMBO)
Item(Black,Liverpool,$89.00,https://www.amazon.com/Liverpool-Womens-Kelsey-Trousers-Stretch/dp/B071Z1VB68?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071Z1VB68)
Item(Black,No Nonsense,$6.99,https://www.amazon.com/No-Nonsense-Womens-Wardrobe-Trouser/dp/B00NOU5SN2?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NOU5SN2)
Item(Navyblue,Hoerev,$20.99,https://www.amazon.com/HOEREV-Casual-Trousers-Summer-X-Large/dp/B01ERKGP0M?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ERKGP0M)
Item(Stone,LEE,$48.90,https://www.amazon.com/LEE-Performance-Extreme-Comfort-Stone/dp/B01EAKSDHC?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01EAKSDHC)
Item(Black,No Nonsense,$5.99,https://www.amazon.com/No-Nonsense-Womens-Cotton-3-Pack/dp/B01HIK9ECE?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HIK9ECE)
Item(Grey,VEGORRS,$79.00,https://www.amazon.com/Wrinkle-Free-Casual-Stretch-Dress-Trousers/dp/B075SW8F1Q?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075SW8F1Q)
Item(Black/Grey,No Nonsense,$5.99,https://www.amazon.com/No-Nonsense-Womens-Striped-3-Pack/dp/B01ACEFL48?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ACEFL48)
Item(Dark Grey,BROKIG,$24.99,https://www.amazon.com/BROKIG-Mens-Zip-Joggers-Pants/dp/B07BKY1JDG?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BKY1JDG)
Item(Parchment,LEE,$31.25,https://www.amazon.com/Womens-Modern-Maxwell-Trouser-Parchment/dp/B00KGE6OFK?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00KGE6OFK)
Item(Black,HUE,$15.00,https://www.amazon.com/HUE-Womens-Opaque-Socks-Black/dp/B002HJ3FAY?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B002HJ3FAY)
Item(Red,Forever,$9.90,https://www.amazon.com/Forever-Girls-Styling-Plain-Trousers/dp/B00MUSXG3I?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MUSXG3I)
Item(6 Pairs Assorted a,Felicity,$15.99,https://www.amazon.com/Trouser-Opaque-Colorful-Stretchy-Assorted/dp/B0719HPHZF?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0719HPHZF)
Item(Black,No Nonsense,$6.99,https://www.amazon.com/No-Nonsense-Womens-Trouser-3-Pack/dp/B00KSM0W94?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00KSM0W94)
Item(907 White,TheMogan,$14.99,https://www.amazon.com/TheMogan-Elastic-Tapered-Striped-Trousers/dp/B07BZMQK8C?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BZMQK8C)
Item(Black,Simplee Apparel,$35.99,https://www.amazon.com/Simplee-Apparel-Straight-Stretch-Pockets/dp/B01GONCDP6?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GONCDP6)
Item(Black W/ Belt,MOVING DEVICE,$49.99,https://www.amazon.com/MOVING-DEVICE-Womens-Straight-Trousers/dp/B078RYJS8N?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078RYJS8N)
Item(Dark Navy,HEMOON,$22.99,https://www.amazon.com/HEMOON-Jogging-Tracksuit-Training-Trousers/dp/B0756Z76G6?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0756Z76G6)
Item(Blue,Stetson,$74.99,https://www.amazon.com/Stetson-Womens-Denim-Trouser-Pocket/dp/B01J6ROGJS?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01J6ROGJS)
Item(Black,Gillberry Pants,$5.99,https://www.amazon.com/Leggings-Gillberry-Trousers-Athletic-Pants/dp/B075YWC7C3?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075YWC7C3)
Item(Gray,Buedvo,$3.99,https://www.amazon.com/Buedvo-Dinosaurs-Newborn-Trousers-2-3Years/dp/B01NCVDGVM?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NCVDGVM)
Item(Strip White+grey,Weixinbuy,$8.59,https://www.amazon.com/Weixinbuy-Unisex-Toddler-Elastic-Trousers/dp/B075YR36CL?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075YR36CL)
Item(Gray,Mstarry,$4.15,https://www.amazon.com/Mstarry-Dinosaurs-Elasticity-Comfortable-Trousers/dp/B074T8Y6LS?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074T8Y6LS)
Item(Cactus,puseky,$6.99,https://www.amazon.com/puseky-Infant-Newborn-Crawling-Trousers/dp/B075D3FCJY?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075D3FCJY)
Item(Coffee,BiggerStore,$8.99,https://www.amazon.com/BiggerStore-Toddler-Casual-Eelastic-Bloomers/dp/B076354TL7?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076354TL7)
Item(White,Charm Kingdom,,https://www.amazon.com/Charm-Kingdom-Toddler-T-Shirt-Trousers/dp/B077PPPGMX?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077PPPGMX)
Item(Pink,MiyaSudy,$7.11,https://www.amazon.com/MiyaSudy-Girls-Floral-Trousers-Casual/dp/B072QB1ZT3?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072QB1ZT3)
Item(Green,BOBORA,$9.28,https://www.amazon.com/BOBORA-Girls-Pattern-Bottoms-Trousers/dp/B01LZ2FWM3?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LZ2FWM3)
Item(Blue,Charm Kingdom,$2.97,https://www.amazon.com/Toddler-Organic-Casual-Eelastic-Trousers/dp/B076BHMNXS?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076BHMNXS)
Item(Black,OUTGLE,$12.00,https://www.amazon.com/OUTGLE-Newborn-Toddler-Trousers-Clothing/dp/B0752DJ9DB?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0752DJ9DB)
Item(Dark Gray,Gemgeny,$19.99,https://www.amazon.com/Gemgeny-Jumpsuits-Jumpsuit-Toddler-Trousers/dp/B074H1JV8V?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074H1JV8V)
Item(Gold,CHRISTYLE,$3.89,https://www.amazon.com/Fashion-Meryl-Skinny-Leggings-Trousers/dp/B075XH5YJF?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075XH5YJF)
Item(E,Weixinbuy,$6.99,https://www.amazon.com/Weixinbuy-Toddler-Girls-Autumn-Trousers/dp/B01HXXNQG6?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HXXNQG6)
Item(Pink,TLoowyTM,$2.99,https://www.amazon.com/TLoowyTM-Leggings-Children-Trousers-Toddler/dp/B0753FGJ8Q?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0753FGJ8Q)
Item(golden,Hotone,$4.49,https://www.amazon.com/Fashion-Skinny-Leggings-Trousers-Golden/dp/B0188ZUKFI?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0188ZUKFI)
Item(Dark Blue,puseky,$15.99,https://www.amazon.com/puseky-Infant-Animal-Crawling-Trousers/dp/B0745BMLWQ?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0745BMLWQ)
Item(Style4 Light Blue,Abolai,$26.90,https://www.amazon.com/Abolai-Ripped-Trousers-Style4-Light/dp/B0798PCPT2?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0798PCPT2)
Item(White&blue,OUTGLE,$14.99,https://www.amazon.com/OUTGLE-Newborn-Brother-Trousers-Clothing/dp/B075JK75ZK?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075JK75ZK)
Item(Gray,Winzik,$7.50,https://www.amazon.com/Winzik-Newborn-Infant-Outfits-Trousers/dp/B071NW2FMC?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071NW2FMC)
Item(Light Gray,Gaorui,$2.66,https://www.amazon.com/Toddler-Pantyhose-Leggings-Trousers-Stockings/dp/B077ZRR95X?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077ZRR95X)
Item(Glod,Calsunbaby,$4.99,https://www.amazon.com/Calsunbaby-Newborn-Floral-Leggings-Trousers/dp/B078PZXP5K?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078PZXP5K)
Item(White,Happyear,$16.99,https://www.amazon.com/Happyear-T-Shirt-Trousers-Outfits-Clothes/dp/B071L1C4FC?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071L1C4FC)
Item(Black&blue,ABEE,$10.99,https://www.amazon.com/Toddler-T-shirt-Trousers-Outfits-Clothes/dp/B01NADGAHK?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NADGAHK)
Item(Beige,Unknown,$5.30,https://www.amazon.com/Toddler-Dinosaurs-Elastic-Trousers-2-3Years/dp/B01MXTIUSF?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MXTIUSF)
Item(White,Kimanli,$6.59,https://www.amazon.com/Kimanli-Children-Trousers-Printing-Leggings/dp/B074325WBK?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074325WBK)
Item(Blue,OUTGLE,$13.00,https://www.amazon.com/OUTGLE-Newborn-Pullover-Trousers-Clothing/dp/B074W5WN9G?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074W5WN9G)
Item(White,pretty.W,$3.99,https://www.amazon.com/Toddler-Trousers-Lantern-Leggings-Britches/dp/B076D4YSST?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076D4YSST)
Item(Yellow,Zefeng,$10.99,https://www.amazon.com/Zefeng-Leggings-Trousers-Outfits-3-6months/dp/B076SY3DS5?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076SY3DS5)
Item(Peach,Pulla Bulla,$14.99,https://www.amazon.com/Unisex-Striped-Trousers-Pulla-Bulla/dp/B01B8HNGCM?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01B8HNGCM)
Item(Yellow,CuteOn,$14.99,https://www.amazon.com/CuteOn-Drawstring-Elastic-Sweatpants-Trousers/dp/B075WT4HD1?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075WT4HD1)
Item(Black,AOJIAN,$4.99,https://www.amazon.com/AOJIAN-Clearance-children-Trousers-Leggings/dp/B0775XW9CY?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0775XW9CY)
Item(Black,Kehen,$6.59,https://www.amazon.com/Kehen-Newborn-Toddler-Leopard-Headband/dp/B078WQ4NXH?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078WQ4NXH)
Item(Gold,iumei,$9.50,https://www.amazon.com/iumei-Leather-Leggings-Stretch-Trousers/dp/B07BWPSTK2?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BWPSTK2)
Item(Red,Gotend,$23.89,https://www.amazon.com/Toddler-Trouser-Outfits-Clothing-Pajamas/dp/B075B5Q5H5?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075B5Q5H5)
Item(Navy Blue,Mud Kingdom,$24.00,https://www.amazon.com/Mud-Kingdom-Overalls-Casual-Trousers/dp/B01KMMCV16?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KMMCV16)
Item(White,Emmababy,$6.39,https://www.amazon.com/Infant-Sleeveless-T-Shirt-Trousers-4-5Years/dp/B078RFWRD1?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078RFWRD1)
Item(Camo,Ma&Baby,$12.99,https://www.amazon.com/Ma-Baby-Toddler-Clothes-T-Shirt/dp/B0794LCL4C?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0794LCL4C)
Item(Black,Toraway,$19.99,https://www.amazon.com/Toraway-Children-Business-Trousers-Clothes/dp/B01N3PRQCJ?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N3PRQCJ)
Item(Red,Verypoppa,$6.99,https://www.amazon.com/Verypoppa-Little-Autumn-Striped-Trousers/dp/B0784Q9HC5?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0784Q9HC5)
Item(Grey,EGELEXY,$14.99,https://www.amazon.com/EGELEXY-Dinosaur-Trouser-Bottoms-Toddler/dp/B071FKPBWN?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071FKPBWN)
Item(White,wdgyjt,$15.88,https://www.amazon.com/wdgyjt-Toddler-T-Shirt-Trousers-Outfits/dp/B076DTW3Z6?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076DTW3Z6)
Item(Big Sister,OUTGLE,$13.99,https://www.amazon.com/OUTGLE-T-Shirt-Trousers-Headband-Clothing/dp/B07549SKYG?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07549SKYG)
Item(Dark Blue,Lisin,$6.99,https://www.amazon.com/Lisin-Toddler-Cartoon-Outfits-Clothes/dp/B079L1H8MV?psc=1&SubscriptionId=AKIAJVADVVC5WAOOAQHA&tag=scalaproject-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079L1H8MV)
